fbTrue1,fbTrue2,fbTrue3,fbTrue4,fbTrue5,fbTrue6,fbTrue7,fbTrue8,fbTrue9,fbTrue10,fbTrue11,fbTrue12,fbTrue13,fbTrue14,fbTrue15,fbTrue16,fbTrue17,fbTrue18,fbTrue19,fbTrue20,fbTrue21,fbTrue22,fbTrue23,fbTrue24,fbTrue25,fbTrue26,fbTrue27,fbTrue28,fbTrue29,fbTrue30,fbTrue31,fbTrue32,fbTrue33,fbTrue34,fbTrue35,fbTrue36,fbTrue37,fbTrue38,fbTrue39,fbTrue40,fbTrue41,fbTrue42,fbTrue43,fbTrue44,fbTrue45,fbTrue46,fbTrue47,fbTrue48,fbTrue49,fbTrue50,fbTrue51,fbTrue52,fbTrue53,fbTrue54,fbTrue55,fbTrue56,fbTrue57,fbTrue58,fbTrue59,fbTrue60,fbTrue61,fbTrue62,fbTrue63,fbTrue64,fbTrue65,fbTrue66,fbTrue67,fbTrue68,fbTrue69,fbTrue70,fbTrue71,fbTrue72
0.70039535,-0.20483647,0.8567026,0.68571365,-0.25544852,0.7703104,0.72434723,-0.15663978,0.76406276,0.7450905,-0.22876708,0.97555256,0.53141534,-0.25093478,0.41979402,0.8478681,-0.17836423,0.40728718,0.698752,-0.22243531,1.1172478,0.3400641,-0.13103707,0.079983294,1.0700631,-0.3565573,0.12214452,0.6873134,-0.21992756,1.1746793,0.20373836,-0.15425211,0.10959834,0.9961815,-0.28847206,0.0136345625,0.6735424,-0.21052007,1.38161,0.6601498,-0.2859496,1.2814804,0.7044186,-0.1474262,1.2907736,0.61123335,-0.22086115,1.4552977,0.65497226,-0.40485138,1.3151379,0.73953015,-0.04510677,1.3339657,0.5650571,-0.6220192,1.2445637,0.7919099,0.17715296,1.2359464,0.3758204,-0.75375557,1.3451058,0.6278352,0.3747728,1.2620512,0.29621017,-0.7895283,1.4063727,0.2752931,-0.8050289,1.4262366
0.6315922,-0.18190064,0.8829721,0.6202931,-0.2360508,0.7982323,0.6589875,-0.1374623,0.789412,0.6717574,-0.20080973,1.004318,0.46638995,-0.24082176,0.4475456,0.80282885,-0.162462,0.4405527,0.62622505,-0.19890366,1.1464028,0.32672745,-0.12801467,0.08117002,1.0357075,-0.33024687,0.15762949,0.61559916,-0.19865017,1.2040442,0.1862154,-0.12946065,0.09713763,0.98595905,-0.2867335,0.025341213,0.6079447,-0.19879888,1.4115047,0.59436953,-0.27028584,1.3085473,0.6334949,-0.13063045,1.3227034,0.55016196,-0.21531846,1.4877114,0.5952672,-0.39036012,1.338189,0.6660376,-0.029287145,1.3700124,0.5113374,-0.60889006,1.2645156,0.71561736,0.20154426,1.2924914,0.32173786,-0.7408856,1.3640289,0.55992717,0.40335262,1.3335953,0.23966855,-0.77251554,1.4243222,0.21801472,-0.78654575,1.4444873
0.56174195,-0.16116753,0.9026077,0.55162495,-0.21466327,0.81730473,0.59272766,-0.11692307,0.8100816,0.59806067,-0.18152377,1.0249277,0.4187147,-0.2088505,0.4581514,0.72769403,-0.13612095,0.4573301,0.5534484,-0.1794703,1.167302,0.31140527,-0.11536171,0.07578182,0.97764164,-0.30137324,0.18779784,0.544733,-0.18031013,1.2252576,0.170291,-0.11958929,0.08412349,0.9669782,-0.28139693,0.04166186,0.5437832,-0.18594766,1.4327805,0.5284653,-0.25506455,1.3284583,0.56495106,-0.11496221,1.3450398,0.48798245,-0.20332932,1.5102619,0.530811,-0.3751109,1.3581338,0.59082806,-0.015167855,1.3992534,0.4583502,-0.59724814,1.2830887,0.62354785,0.22666189,1.3523643,0.27931166,-0.74309635,1.3828242,0.4823417,0.43622303,1.4052846,0.20382452,-0.7801177,1.4484155,0.18464357,-0.7954364,1.4700904
0.501221300000006,-0.140944700000002,0.916438459999998,0.493853570000006,-0.195080800000002,0.831257799999998,0.529588340000007,-0.0952727050000024,0.823766229999998,0.538822900000006,-0.159058800000003,1.0387235,0.384850740000004,-0.20507498,0.464231129999999,0.627854650000012,-0.0980945700000042,0.45858967,0.493254040000006,-0.160786970000002,1.1807988,0.30601856,-0.11254606,0.0747623439999997,0.899176100000011,-0.271021250000004,0.215874199999999,0.484590020000006,-0.162932980000002,1.2387284,0.1648494,-0.118775605999998,0.0805208099999997,0.877127650000015,-0.267099620000002,0.0696996449999983,0.482349400000006,-0.171953510000002,1.4461219,0.469106530000006,-0.239656940000002,1.3405957,0.502702000000006,-0.0991517160000018,1.3596864,0.427296900000006,-0.189260440000002,1.5241534,0.472958100000005,-0.359619020000002,1.3704542,0.524287100000006,-0.00115732850000167,1.4188373,0.407725500000005,-0.583555040000002,1.2941344,0.542663600000007,0.244347899999998,1.3850688,0.241578250000004,-0.7459408,1.3905692,0.411484600000007,0.456980599999999,1.4501457,0.175595050000003,-0.793939949999999,1.4592236,0.159818530000003,-0.812260149999999,1.4813107
0.44549364,-0.1238557,0.92854434,0.44016623,-0.17861295,0.84360904,0.46841472,-0.07650397,0.83521056,0.48701838,-0.13887417,1.0499765,0.3595766,-0.20307443,0.4699822,0.5063222,-0.056625478,0.4594633,0.4437458,-0.14298001,1.1927193,0.30483857,-0.11596932,0.075167716,0.7610016,-0.22721505,0.19780058,0.43498182,-0.14566857,1.2506113,0.16527992,-0.13831705,0.080133736,0.71211565,-0.20331413,0.060296357,0.43071508,-0.15570655,1.4579262,0.4195493,-0.22309095,1.3519565,0.45091206,-0.08220919,1.3720446,0.3727838,-0.17285836,1.53388,0.42585862,-0.34299746,1.3816195,0.47287974,0.015450925,1.4316059,0.36751455,-0.5635031,1.2910626,0.48889014,0.25826532,1.3812509,0.20827834,-0.736799,1.379866,0.34473813,0.46062553,1.4514372,0.14598873,-0.79462343,1.4442668,0.1313884,-0.8160402,1.4642797
0.39067206,-0.10950659,0.9293381,0.3847717,-0.16516446,0.8450284,0.40774113,-0.06189616,0.83488894,0.43743744,-0.12150724,1.0491905,0.3171083,-0.19670029,0.4693727,0.37925622,-0.016286895,0.46055415,0.39690706,-0.12509708,1.19275,0.29824972,-0.11651699,0.069776654,0.58968616,-0.15595336,0.14648044,0.38940114,-0.1277224,1.2508212,0.15908179,-0.14157973,0.06757945,0.51455706,-0.10345198,0.0304299,0.38531083,-0.13700424,1.458175,0.3735982,-0.20468907,1.3524561,0.40587127,-0.063938156,1.372012,0.32631707,-0.15430622,1.533272,0.38433814,-0.32371467,1.3843123,0.4339196,0.033291906,1.4296943,0.34264958,-0.53781116,1.271831,0.45121422,0.2668418,1.3465914,0.18039256,-0.7152749,1.3456753,0.282476,0.45328295,1.4050951,0.11472657,-0.77538544,1.4043764,0.09893617,-0.7976934,1.4224149
0.33812436,-0.09458858,0.9196698,0.3272258,-0.15035033,0.83592856,0.34974602,-0.04713811,0.82431704,0.3917706,-0.10651156,1.0366123,0.23540413,-0.18087953,0.4653522,0.25863862,0.010123879,0.46177232,0.3540414,-0.109614134,1.1809444,0.28991255,-0.115306616,0.06636459,0.3989745,-0.06771186,0.0920735,0.3467038,-0.11222878,1.2390378,0.15114895,-0.13876766,0.052402556,0.28676695,-0.0146151185,0.011707425,0.34099132,-0.12139392,1.4463584,0.32954028,-0.1890282,1.3405786,0.3627659,-0.04852587,1.360326,0.2798836,-0.13833374,1.5198302,0.34522548,-0.30676365,1.3750693,0.39365453,0.04862038,1.4166833,0.33045825,-0.5128408,1.2426252,0.40617824,0.2673759,1.2994655,0.16723776,-0.69499594,1.3013816,0.23601061,0.4606076,1.3184407,0.09436573,-0.7547322,1.3513052,0.076392025,-0.776788,1.367518
0.28703588,-0.07869357,0.89611524,0.26722622,-0.13371003,0.8135228,0.28827623,-0.030354872,0.8005088,0.35297924,-0.09158254,1.0064827,0.16171728,-0.16972703,0.44710678,0.12988381,0.054873057,0.46784353,0.31568575,-0.09627032,1.1508853,0.28587773,-0.111570835,0.06283593,0.23937333,-0.013051122,0.08596903,0.3077242,-0.09930062,1.2088763,0.14699563,-0.13579077,0.051617324,0.121850416,0.044275768,0.016900241,0.29854468,-0.10593352,1.4161687,0.29251647,-0.17548642,1.311188,0.31825995,-0.03323075,1.3295023,0.23667572,-0.12434074,1.4886436,0.31373405,-0.29207355,1.3466072,0.3409822,0.068729155,1.3810341,0.31396288,-0.5014354,1.2185649,0.35291553,0.28499034,1.2592167,0.16512151,-0.69860107,1.2659533,0.20336786,0.49388966,1.2336795,0.09350121,-0.76509434,1.3086183,0.07609208,-0.78895825,1.3227534
0.23906474,-0.058416113,0.8778411,0.21573159,-0.11574601,0.79778117,0.23092462,-0.011793956,0.78172207,0.31358108,-0.06632404,0.98310465,0.12393676,-0.1648163,0.4291948,0.036968634,0.08909801,0.47314456,0.27499825,-0.07470943,1.1270003,0.27229488,-0.11118071,0.052930057,0.1259639,0.017291382,0.08668184,0.26698837,-0.07841094,1.1849456,0.13455993,-0.14192735,0.043741584,0.0068859756,0.07798487,0.023394704,0.25466204,-0.08509068,1.3920733,0.25455105,-0.15512304,1.2872384,0.27153558,-0.011552736,1.3055117,0.19614458,-0.10738076,1.4662223,0.2778588,-0.27086782,1.3240781,0.2893954,0.09350864,1.3525307,0.28870407,-0.4943269,1.2232032,0.30770203,0.30889127,1.22995,0.16819572,-0.71198535,1.260301,0.16280869,0.52214897,1.2164352,0.11394298,-0.7862578,1.3142581,0.102474734,-0.81162196,1.3315065
0.19706692,-0.032869145,0.8924255,0.18493246,-0.08949499,0.80943745,0.18779881,0.016078547,0.79757303,0.26685044,-0.03562151,1.0011375,0.13809189,-0.17094968,0.43814087,-0.008507863,0.122246556,0.49226964,0.23032485,-0.048054323,1.145277,0.27249965,-0.11522378,0.05697006,0.027172461,0.045001373,0.09832829,0.2240638,-0.052190408,1.203408,0.13550797,-0.14834853,0.045277238,-0.08965248,0.10544265,0.03074652,0.22159117,-0.058903918,1.4108863,0.22015789,-0.12914364,1.3061999,0.23080201,0.015142605,1.3236067,0.16397011,-0.0828947,1.4852064,0.25283992,-0.24279486,1.3424289,0.24897859,0.120362654,1.370147,0.27407864,-0.47117674,1.2551482,0.2590021,0.34033453,1.2549832,0.17130783,-0.69245464,1.3163686,0.112091094,0.5521478,1.2694012,0.12716442,-0.76487035,1.3810093,0.118922524,-0.7894965,1.400959
0.15351856,-9.140372e-05,0.92820925,0.15325552,-0.053292394,0.84212595,0.14014305,0.051965743,0.8355275,0.21898887,0.0019326806,1.0395877,0.14397928,-0.14535257,0.47046888,-0.0400905,0.15080813,0.5180937,0.18962273,-0.018017143,1.1845171,0.2666625,-0.1059818,0.08335024,-0.0356358,0.08360237,0.120735824,0.18594399,-0.023035973,1.2427992,0.13455153,-0.14135984,0.047353327,-0.14869721,0.12561972,0.035177886,0.1951819,-0.028410405,1.4501255,0.19408932,-0.09928727,1.3458652,0.19339308,0.045506418,1.3622704,0.13963826,-0.05598718,1.5247824,0.23564729,-0.20932767,1.3840925,0.20654872,0.15026218,1.4114718,0.26139694,-0.44194332,1.3102398,0.2049055,0.37821743,1.3125553,0.16029668,-0.6562594,1.3946263,0.044976667,0.5781641,1.3457172,0.115712956,-0.7218133,1.4659431,0.10737753,-0.7441801,1.4883623
0.11525246,0.037970245,0.96247,0.11993097,-0.0117794275,0.874471,0.09478769,0.091448665,0.87191606,0.1815326,0.043484032,1.0732498,0.09577117,-0.10957456,0.5049544,-0.062704496,0.1591812,0.5348305,0.16020226,0.018224776,1.2187555,0.23836634,-0.04983598,0.12738323,-0.0416174,0.13191204,0.13328165,0.15745297,0.012824565,1.2770547,0.13546374,-0.119383276,0.059745014,-0.16183892,0.15203941,0.049554825,0.17236905,0.009927392,1.4840995,0.17464235,-0.06162882,1.3803235,0.1620949,0.0827153,1.395885,0.11580631,-0.021843642,1.5562831,0.22253475,-0.16849321,1.4201179,0.16690207,0.18674397,1.4480631,0.248938,-0.40189904,1.3490412,0.15174305,0.41428512,1.3493412,0.1502592,-0.61046493,1.4492235,-0.024912886,0.59951556,1.3830748,0.10634297,-0.671838,1.5245615,0.09817453,-0.6930214,1.5481604
0.0810634,0.07163271,0.961694,0.08983969,0.024838775,0.87239647,0.049630787,0.12321225,0.873205,0.14978944,0.08479905,1.0703173,0.034331772,-0.07799572,0.5076582,-0.09471262,0.17039868,0.5268575,0.13136992,0.05500549,1.215362,0.17566615,0.03004542,0.1404882,-0.019379102,0.18518883,0.13121128,0.12917057,0.05048439,1.2737591,0.08954241,-0.06744543,0.08499998,-0.12783083,0.17383595,0.03132212,0.14427623,0.05307859,1.4807943,0.1521259,-0.020230114,1.3785244,0.12834576,0.12298685,1.3911031,0.08744551,0.019027144,1.5517167,0.205796,-0.124504894,1.4178126,0.12282556,0.22865558,1.4397991,0.24000162,-0.35503832,1.3409255,0.09317651,0.4467377,1.3244218,0.1429986,-0.5586941,1.4522288,-0.09860148,0.6186372,1.3425143,0.09971087,-0.6172502,1.5301292,0.091758564,-0.6374936,1.5546105
0.047114495,0.10815483,0.9153608,0.058949657,0.062271982,0.8259436,0.0060869753,0.1544486,0.8278829,0.11717882,0.13112879,1.0214684,-0.02757845,-0.04753536,0.46936917,-0.12028275,0.18266389,0.47256228,0.10089528,0.09609383,1.1655943,0.092719726,0.099971205,0.108492136,-0.008493103,0.24279411,0.090047896,0.09938896,0.09209621,1.2240517,0.004133366,-0.0007766485,0.063737094,-0.13033238,0.19283041,0.022762537,0.11007953,0.09698379,1.4313203,0.12639321,0.024174452,1.3296957,0.089842096,0.16479285,1.340889,0.0573404,0.061623782,1.5047197,0.18919834,-0.07480875,1.3691306,0.077345155,0.27174902,1.3852944,0.23540613,-0.3027802,1.2908928,0.034860063,0.47458085,1.2481629,0.14150622,-0.507688,1.402559,-0.16973966,0.6320004,1.2444726,0.098299816,-0.5644707,1.4818058,0.09038293,-0.5841252,1.5067735
0.024036095,0.14687416,0.86830294,0.03175308,0.103955984,0.7769836,-0.023628868,0.19431596,0.7848998,0.09973477,0.16902779,0.97064817,-0.070285946,-0.022018284,0.42998415,-0.17570342,0.18689047,0.43872592,0.07931839,0.13141614,1.1135938,0.05439352,0.16023023,0.086906075,-0.0075816475,0.24350633,0.076842666,0.07689169,0.12838945,1.1720785,0.0035907775,0.032150745,0.05504036,-0.13369617,0.19876194,0.013901651,0.080674425,0.13853586,1.3793976,0.104754806,0.064680934,1.2800975,0.05908591,0.20289965,1.2867873,0.02958836,0.10384059,1.4542686,0.17509276,-0.028859347,1.3200982,0.04080619,0.3122688,1.3224506,0.23529544,-0.25213894,1.237945,-0.01972602,0.49977994,1.1710366,0.14249487,-0.46370414,1.3374534,-0.23405129,0.64229864,1.1508207,0.097075,-0.52605724,1.4110757,0.088505894,-0.54730046,1.4344779
0.0105862655,0.18621352,0.8623786,0.022692334,0.14774993,0.76956296,-0.042182393,0.23118854,0.7806995,0.08369016,0.2127369,0.9655675,-0.079711184,-0.0051858127,0.43368465,-0.18463275,0.19258565,0.43251008,0.06773803,0.16089767,1.1045752,0.064685315,0.16035289,0.08986974,-0.00920611,0.24649411,0.07369375,0.066451095,0.15600866,1.1629701,0.011222831,0.03372526,0.056584656,-0.13514227,0.19845468,0.012859523,0.07297356,0.16877523,1.3700761,0.09934444,0.09512767,1.2712048,0.046554573,0.23082167,1.2771368,0.021057334,0.1328853,1.4438041,0.17365499,0.0049309433,1.3116988,0.023861803,0.34031487,1.3097545,0.23657328,-0.21464565,1.2219508,-0.052267984,0.5088243,1.1437435,0.15316863,-0.43755904,1.3033572,-0.27202138,0.641702,1.117144,0.11209917,-0.5096364,1.3703594,0.104997955,-0.5335537,1.3915702
0.0081292605,0.2184164,0.8823394,0.025449548,0.17893606,0.79078585,-0.041751698,0.26098564,0.7976133,0.07568658,0.24809842,0.9884083,-0.0600537,0.012290418,0.4567072,-0.17822023,0.21609665,0.44778553,0.06299197,0.1916948,1.125967,0.08300779,0.17337671,0.11022967,-0.013307264,0.2445082,0.08114368,0.062086605,0.18427601,1.1841017,0.03128328,0.048095465,0.069857895,-0.1361084,0.19567165,0.014785707,0.06784309,0.18882358,1.3915737,0.09828823,0.120898485,1.2898183,0.038037606,0.2530917,1.3012041,0.019555537,0.14941609,1.4659684,0.17601688,0.03287673,1.3286473,0.010834174,0.3603034,1.337718,0.251443,-0.18502635,1.2446445,-0.066257045,0.52971816,1.1730778,0.17920496,-0.41526294,1.3156832,-0.29519996,0.6453701,1.1436613,0.14107767,-0.49378663,1.3769324,0.13497448,-0.51914614,1.3967317
0.017187977,0.24297479,0.91745865,0.03670777,0.20145413,0.82726026,-0.024182385,0.28852272,0.82975096,0.08052953,0.2682788,1.0272001,-0.021079192,0.050216287,0.48016098,-0.14777677,0.26420438,0.4731683,0.066037744,0.21680278,1.1665024,0.12443326,0.23231408,0.14530486,-0.017128201,0.24081846,0.09262419,0.06477249,0.20890701,1.2245675,0.07368044,0.11597884,0.08292729,-0.13808317,0.19431832,0.021377206,0.07317353,0.2096329,1.4319979,0.1034695,0.14419794,1.3285797,0.041057095,0.2750562,1.3432636,0.026171612,0.16511598,1.5043046,0.18512143,0.058698148,1.3649117,0.010594565,0.38000396,1.383583,0.27589867,-0.15600422,1.2881674,-0.07722672,0.5599084,1.2363667,0.21545535,-0.39153752,1.3525445,-0.31517178,0.6564911,1.2097299,0.17511742,-0.47395012,1.406878,0.16821527,-0.5001023,1.4253387
0.0359145899999975,0.268871299999997,0.954107599999997,0.0566683499999973,0.224861949999997,0.865376529999997,0.00485797039999644,0.317642799999997,0.863910099999997,0.0945917099999982,0.288552699999998,1.0675328,0.0279237479999947,0.112216293999993,0.500445369999998,-0.110151865000003,0.302741529999996,0.503953399999997,0.0775616539999985,0.240474399999998,1.2077588,0.181737749999993,0.294683999999994,0.169524249999998,-0.0284599809999983,0.235800980000001,0.115012349999997,0.0754920399999986,0.231317099999998,1.2656152,0.123684029999995,0.196915419999991,0.0854305,-0.13801098,0.19604215,0.0239831199999997,0.0853489199999985,0.227349249999998,1.4729447,0.114934469999999,0.164285239999998,1.3678613,0.0525939839999984,0.294751939999998,1.3859423,0.0389803599999984,0.178066129999999,1.5425174,0.196321959999999,0.0792816899999982,1.4059104,0.0186959149999987,0.395859539999999,1.4328017,0.296778379999998,-0.132266220000002,1.3325396,-0.0778056700000003,0.580562099999999,1.29743859999999,0.249837459999996,-0.373641900000002,1.3855302,-0.32214743,0.66260725,1.28256319999999,0.211905929999996,-0.461312060000001,1.432925,0.205501879999996,-0.488508820000001,1.4500041
0.062174246,0.29617125,0.9696781,0.08569464,0.25243536,0.8815038,0.039538,0.34812632,0.87875485,0.11489209,0.31053823,1.086768,0.08271281,0.1847811,0.50453687,-0.09170315,0.33494708,0.5243255,0.09229368,0.2614448,1.2258508,0.24794756,0.34627074,0.16826224,-0.04300275,0.22722957,0.13902694,0.08978519,0.25098538,1.2834687,0.1705884,0.27038792,0.077388406,-0.13750595,0.19560474,0.02976799,0.10044467,0.24297589,1.4906418,0.12759492,0.18093583,1.3842989,0.069399,0.31291485,1.4050255,0.05442389,0.19129303,1.5586872,0.20568652,0.09364948,1.4240488,0.037051987,0.41337729,1.4543064,0.3106607,-0.11421603,1.3465915,-0.068680555,0.59419626,1.3206055,0.28441375,-0.360753,1.3890688,-0.31890434,0.6577818,1.3213218,0.25535163,-0.4520858,1.4358108,0.2516754,-0.4799083,1.4526858
0.088583134,0.32491702,0.94395727,0.111943915,0.28365353,0.8545574,0.06890857,0.380827,0.8547062,0.14006658,0.33333138,1.0621701,0.14475502,0.25193006,0.4742849,-0.09984396,0.3677719,0.5165195,0.11054557,0.28305233,1.1995217,0.2993658,0.38281947,0.12013024,-0.036754183,0.23117661,0.1426329,0.10743436,0.27195963,1.2569915,0.20819634,0.29324925,0.05958277,-0.13965592,0.22090799,0.036924362,0.11515513,0.2616815,1.4641948,0.14179452,0.1998483,1.3576025,0.08735445,0.33333367,1.3788805,0.07163021,0.21098801,1.5345862,0.21696201,0.109903306,1.3970615,0.054785654,0.43477365,1.4259638,0.32043675,-0.09654081,1.3139884,-0.05638271,0.60700524,1.285505,0.31619403,-0.3443169,1.3571478,-0.3102512,0.64896184,1.3066245,0.30084226,-0.4378721,1.4059625,0.30161107,-0.46594197,1.4228108
0.11124688,0.35670596,0.8939946,0.13277632,0.3115273,0.80603945,0.08959408,0.40858126,0.80278677,0.16520916,0.37040067,1.0105971,0.16379538,0.26507515,0.42713302,-0.11963043,0.40448165,0.4877845,0.13085435,0.3166197,1.1454759,0.31028482,0.40098277,0.07141966,-0.014526866,0.26607025,0.124156535,0.12698954,0.30347046,1.2024642,0.21287006,0.30019724,0.052622437,-0.122674055,0.27491447,0.023685336,0.1284619,0.2812223,1.408865,0.15881115,0.22583961,1.2997477,0.10273324,0.3575447,1.3270215,0.08719534,0.23113304,1.481027,0.23394264,0.13351607,1.3333466,0.06592834,0.45825055,1.3725338,0.3390824,-0.07246524,1.251221,-0.054287396,0.6171556,1.2240477,0.33468184,-0.32009965,1.2951702,-0.3105252,0.64393795,1.2407949,0.32774368,-0.41139036,1.3498418,0.33133504,-0.43873924,1.3674915
0.12356709,0.38133848,0.87173975,0.13828208,0.326176,0.7881855,0.10073625,0.42491817,0.7765645,0.18363418,0.40340996,0.9839914,0.14532237,0.24888837,0.41312927,-0.1187025,0.43447948,0.46871167,0.14611483,0.35586274,1.1203601,0.30549705,0.39205706,0.06627357,0.011820942,0.30810457,0.10895783,0.14064325,0.3400974,1.1765476,0.20784336,0.29134655,0.048333406,-0.10620682,0.34242794,0.026739478,0.13705163,0.30077216,1.3803589,0.17400007,0.25652605,1.268234,0.109374344,0.38209492,1.3041618,0.09821201,0.24123895,1.4464386,0.2538617,0.16609585,1.2954695,0.057841882,0.47435188,1.3531587,0.35780868,-0.03964281,1.2112439,-0.060863808,0.6199045,1.1904498,0.35773867,-0.29058063,1.2286775,-0.31445387,0.6283082,1.1427312,0.3546849,-0.38641596,1.27534,0.359555,-0.41566598,1.2892356
0.12670468,0.40699232,0.86942434,0.140674,0.352112,0.78555685,0.10283122,0.45081884,0.774619,0.18786484,0.42883405,0.9811293,0.12857808,0.24168736,0.4190188,-0.11232281,0.47541434,0.46458358,0.14963402,0.38541076,1.1186711,0.30733395,0.3891973,0.08323735,0.042398974,0.38335228,0.10400689,0.14470902,0.3699556,1.1749951,0.20748001,0.29327944,0.054433703,-0.072761595,0.43181607,0.024900556,0.14688772,0.32899693,1.3785045,0.18359697,0.28730512,1.265327,0.11407715,0.40954384,1.3035305,0.110917896,0.2651615,1.4421475,0.26920703,0.20112038,1.2885729,0.05512645,0.4963937,1.3540237,0.37633735,-0.00022178888,1.1979543,-0.07444045,0.6317603,1.1908088,0.40072167,-0.25057805,1.1988857,-0.31116307,0.6406075,1.0881457,0.40864578,-0.34886193,1.2394885,0.41677392,-0.37847507,1.2508624
0.11842155,0.4357031,0.87576735,0.1383596,0.3844993,0.7907886,0.09066071,0.47904453,0.7818013,0.17646125,0.46108982,0.9883841,0.14561087,0.26455033,0.427127,-0.12205804,0.5225564,0.4721635,0.14608394,0.41145268,1.1257824,0.3076565,0.395796,0.07644504,0.07551903,0.4968884,0.12182903,0.14260243,0.3954895,1.1820724,0.209432,0.29577556,0.05777538,-0.031629123,0.53717285,0.028207779,0.14775148,0.35413876,1.3854489,0.18649125,0.31497833,1.2720444,0.1100968,0.4328588,1.3108118,0.11653342,0.29117063,1.4523792,0.27686852,0.23409066,1.2962601,0.04973779,0.5182948,1.3620477,0.40065247,0.035291016,1.2228874,-0.08328942,0.6649116,1.2118542,0.44604358,-0.21192336,1.2328076,-0.3250303,0.69695884,1.1270609,0.46118015,-0.30875564,1.2748256,0.4714754,-0.33748215,1.2867068
0.103202,0.47439116,0.90188307,0.13161665,0.43289375,0.814069,0.06819235,0.5180975,0.8105439,0.1561061,0.50230986,1.0164139,0.16030839,0.30680543,0.45355737,-0.11279027,0.5721481,0.4829131,0.13886541,0.4438696,1.1526212,0.30297217,0.40194517,0.08334452,0.10198416,0.62826574,0.14653164,0.13731548,0.42747837,1.2088745,0.2062096,0.30095005,0.062423587,-0.0029796213,0.6648666,0.049004853,0.14624888,0.38948977,1.4127753,0.1886311,0.3527191,1.2998745,0.10129927,0.4632636,1.3371288,0.119016506,0.32570004,1.480661,0.2848491,0.27829456,1.322243,0.034273848,0.54461944,1.3866913,0.42422152,0.0813725,1.2772505,-0.106077835,0.71065676,1.2663428,0.47763023,-0.16285366,1.3050858,-0.34768128,0.78200454,1.2098376,0.4928453,-0.25664777,1.3534828,0.50317866,-0.2841075,1.3680277
0.08298372,0.5239787,0.9440212,0.118208475,0.49662402,0.85318244,0.039112147,0.56752837,0.8565142,0.13041161,0.5519254,1.0609195,0.16593415,0.37328827,0.49373758,-0.08554545,0.63538325,0.5059798,0.13012011,0.48474276,1.1941535,0.27696854,0.42758927,0.10491264,0.120838076,0.7372498,0.17513418,0.13053596,0.46749386,1.2501698,0.19944254,0.31446764,0.07035965,0.02148062,0.757345,0.06746441,0.14213559,0.43557978,1.4549755,0.18914628,0.40106213,1.3432014,0.08984942,0.50210226,1.3773458,0.116010524,0.3698278,1.5214087,0.292085,0.33623898,1.3655363,0.017880887,0.58068585,1.4243861,0.43880466,0.14263165,1.3306528,-0.12670353,0.75721157,1.3259747,0.4881643,-0.10090423,1.3697377,-0.35943553,0.8607938,1.2839969,0.499336,-0.19318765,1.421988,0.5084202,-0.22013056,1.4382339
0.06834787,0.577022,0.97245455,0.10797195,0.5603297,0.8808465,0.019000351,0.6181601,0.8867152,0.11013758,0.6053765,1.0913885,0.14664102,0.43769783,0.5200748,-0.051652752,0.6901826,0.52224433,0.11769088,0.5326251,1.2214464,0.19754738,0.4803645,0.11752027,0.15121737,0.8005701,0.1919595,0.118274316,0.51370263,1.2769182,0.19188176,0.34548676,0.07537067,0.05993393,0.7875518,0.07634652,0.13047881,0.48398522,1.482019,0.18082094,0.4523224,1.3708522,0.074104406,0.5460146,1.4035351,0.10472366,0.4155619,1.545848,0.28619665,0.39396986,1.3989273,-0.00052469224,0.6184709,1.4559586,0.4395156,0.20596069,1.361871,-0.14023714,0.7967831,1.3538018,0.48550385,-0.037309766,1.4063488,-0.36904997,0.9097731,1.3146412,0.4885624,-0.1309982,1.4571842,0.49512047,-0.15851092,1.4736891
0.06336687,0.6287221,0.9563616,0.10534139,0.6176431,0.8649497,0.010447975,0.6651592,0.87062544,0.10078119,0.66010153,1.0759907,0.11391115,0.46916202,0.5120049,-0.015048526,0.7378347,0.5003737,0.10462493,0.5842493,1.2044296,0.090344146,0.5888302,0.12266421,0.16923761,0.85007244,0.15997535,0.10478461,0.5661522,1.2601789,0.124134995,0.45961767,0.07615614,0.086967856,0.83591366,0.03791094,0.11030997,0.53776807,1.4657569,0.1663817,0.5080849,1.3568083,0.05423842,0.5968262,1.3848028,0.08552556,0.4688902,1.5294812,0.26925716,0.44986203,1.3931953,-0.023737036,0.66153866,1.4422464,0.43071526,0.26936662,1.3534461,-0.15504405,0.8396231,1.3291304,0.47595334,0.027185619,1.4041964,-0.39117247,0.93720984,1.2920389,0.47751933,-0.06605095,1.4559226,0.48349106,-0.09325904,1.4731398
